law_name,feature_view,group_mode,neighbors,weights,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,active_subjects,positive_active_subjects,negative_active_subjects,active_subject_rate,std_subject_gain_per_cell,min_active_gain_per_cell,robust_transport_score
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,threshold,0.005,0.6508501936505008,624,-0.01385311149950589,-0.016317366910475688,0.49038461538461536,10,3,7,1.0,0.034952442566058436,-0.08790946913804228,-0.028595977884414654
human_episode_context__target_expert_family__knn7_distance,human_episode_context,target_expert_family,7,distance,threshold,0.04,0.650863440883862,380,-0.013866358732867285,-0.026820457022782775,0.4631578947368421,10,2,8,1.0,0.017683803053553097,-0.041061807039419036,-0.027518929190900248
human_episode_context__target_expert_family__knn7_distance,human_episode_context,target_expert_family,7,distance,threshold,0.08,0.6508639210298324,188,-0.013866838878837585,-0.054213439233753324,0.3882978723404255,10,3,7,1.0,0.015612230466392736,-0.03807023921711536,-0.025708673448796494
route_episode_context__target_expert_family__knn35_distance,route_episode_context,target_expert_family,35,distance,threshold,0.01,0.6508667616905748,452,-0.013869679539579929,-0.02255357181767975,0.504424778761062,10,2,8,1.0,0.03408911362704635,-0.05935234132834447,-0.02998304658363688
human_episode_context__target__knn13_distance,human_episode_context,target,13,distance,threshold,-0.02,0.65091673452062,706,-0.01391965236962518,-0.0144914227927401,0.5056657223796034,10,4,6,1.0,0.024868126860417974,-0.05985732751916512,-0.025649871398687876
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.0,0.6509690262711336,647,-0.013971944120138805,-0.01587230128021951,0.4945904173106646,10,4,6,1.0,0.03181361437615639,-0.056350592861540476,-0.026743986276562264
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,threshold,-0.02,0.6509798279562112,723,-0.013982745805216402,-0.01421482457376771,0.5131396957123098,10,4,6,1.0,0.035255017498740805,-0.05763100857752305,-0.02727099843002752
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.01,0.6509832701329082,570,-0.0139861879819134,-0.01803482134509886,0.49473684210526314,10,5,5,1.0,0.024852194771836394,-0.04978091347807275,-0.02421401719768886
compact_episode_context__all__knn35_uniform,compact_episode_context,all,35,uniform,threshold,0.02,0.6509979519708043,337,-0.014000869819809495,-0.030536021713827837,0.4658753709198813,10,2,8,1.0,0.03246466111140698,-0.06437027324647067,-0.029870568986520542
human_episode_context__target__knn21_uniform,human_episode_context,target,21,uniform,threshold,-0.01,0.6509985664238364,687,-0.014001484272841428,-0.014979753916358732,0.4745269286754003,10,4,6,1.0,0.03339007510579833,-0.05794987256999447,-0.02700999553871118
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.005,0.6510069372423393,611,-0.014009855091344522,-0.016853099005136207,0.4746317512274959,10,5,5,1.0,0.0398483405657533,-0.08559552152056585,-0.026487106176207517
compact_episode_context__all__knn21_uniform,compact_episode_context,all,21,uniform,threshold,0.02,0.6510140239827632,405,-0.014016941831768355,-0.02543815369469072,0.48148148148148145,10,4,6,1.0,0.03515788641958765,-0.10379477983203299,-0.0272906247947065
human_episode_context__target_episode_family__knn55_distance,human_episode_context,target_episode_family,55,distance,threshold,-0.01,0.6510189234009699,637,-0.014021841249974994,-0.016179047596125,0.48665620094191525,10,5,5,1.0,0.035669889008862976,-0.07081164578700305,-0.02587232460130444
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,threshold,-0.01,0.6510242134584183,713,-0.014027131307423503,-0.014459946018171493,0.5077138849929874,10,5,5,1.0,0.038293106759853465,-0.10261573658429556,-0.026271097321401524
route_episode_context__target__knn7_distance,route_episode_context,target,7,distance,threshold,0.01,0.651057594008874,576,-0.01406051185787907,-0.017941798985314433,0.4878472222222222,10,3,7,1.0,0.03892911999525208,-0.07696233997954936,-0.029399879857166883
compact_episode_context__expert_family__knn7_uniform,compact_episode_context,expert_family,7,uniform,threshold,0.04,0.6510638954473439,382,-0.014066813296349054,-0.027065727153970046,0.49476439790575916,10,3,7,1.0,0.026937133372017787,-0.05323469138509149,-0.02760738330215172
compact_episode_context__target_episode_family__knn7_distance,compact_episode_context,target_episode_family,7,distance,threshold,0.02,0.6510664897564491,538,-0.014069407605454266,-0.019221216710053696,0.4888475836431227,10,3,7,1.0,0.033590690289188534,-0.08582853752231666,-0.028608011148832546
compact_episode_context__all__knn35_distance,compact_episode_context,all,35,distance,threshold,0.02,0.651069468396117,333,-0.014072386245122111,-0.031060672342837093,0.46546546546546547,10,3,7,1.0,0.033393148678886236,-0.0731466158858395,-0.028581358546955045
compact_episode_context__target_episode_family__knn55_uniform,compact_episode_context,target_episode_family,55,uniform,threshold,0.005,0.6510737206501795,499,-0.014076638499184627,-0.020734126847496398,0.5090180360721442,10,4,6,1.0,0.033897114906295545,-0.10106905949538116,-0.02716120573512896
route_episode_context__target__knn35_distance,route_episode_context,target,35,distance,threshold,0.005,0.6510782647887894,579,-0.014081182637794653,-0.017875076405490617,0.5025906735751295,10,3,7,1.0,0.03234602094539358,-0.04907595777539797,-0.02843308577960369
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.02,0.6511230505965719,454,-0.01412596844557713,-0.022869133937222893,0.48237885462555063,10,5,5,1.0,0.03664643555163978,-0.07776542063227608,-0.026122933778323094
route_episode_context__target_expert_family__knn55_uniform,route_episode_context,target_expert_family,55,uniform,threshold,0.0,0.6511417503363947,576,-0.014144668185399818,-0.018049185965744556,0.5034722222222222,10,3,7,1.0,0.03579751983778597,-0.05139530104647802,-0.029014296161067717
human_episode_context__target_expert_family__knn21_distance,human_episode_context,target_expert_family,21,distance,threshold,0.005,0.6511493707494047,552,-0.014152288598409822,-0.01884407992723047,0.48731884057971014,10,3,7,1.0,0.02524861358197077,-0.04016941616681857,-0.027439580635705438
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,-0.01,0.6511495278489924,703,-0.014152445697997498,-0.01479665375252939,0.5049786628733998,10,4,6,1.0,0.036692913721661266,-0.06052541093694239,-0.027656382756246687
route_episode_context__target_episode_family__knn35_uniform,route_episode_context,target_episode_family,35,uniform,threshold,0.04,0.6511597919541102,242,-0.014162709803115436,-0.04301484175739606,0.49586776859504134,10,4,6,1.0,0.034597766207136636,-0.06955655079441182,-0.027352374734185933
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,threshold,-0.01,0.6512016265424547,699,-0.014204544391459933,-0.014936108909475037,0.5107296137339056,10,4,6,1.0,0.03703803119348494,-0.05763100857752305,-0.027760249070482676
route_episode_context__target_episode_family__knn21_uniform,route_episode_context,target_episode_family,21,uniform,threshold,0.0,0.651242627667463,639,-0.014245545516468098,-0.016385721368707435,0.49295774647887325,10,5,5,1.0,0.03157280709834164,-0.06828597044916919,-0.02548146658121934
human_episode_context__target_episode_family__knn7_distance,human_episode_context,target_episode_family,7,distance,threshold,0.04,0.6512464524933119,389,-0.01424937034231705,-0.026923617484840696,0.45758354755784064,10,4,6,1.0,0.02400485383991191,-0.04676520463067571,-0.025850098418303838
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,-0.01,0.6512492451997939,690,-0.014252163048799033,-0.015181651943285922,0.48840579710144927,10,2,8,1.0,0.0313727602886261,-0.061154869183442664,-0.029958077092092947
human_episode_context__target__knn35_uniform,human_episode_context,target,35,uniform,threshold,-0.01,0.6512543397950842,680,-0.014257257644089373,-0.015410418188831891,0.4852941176470588,10,4,6,1.0,0.03706009144469208,-0.0635004535640752,-0.027816271360793184
route_episode_context__target__knn13_uniform,route_episode_context,target,13,uniform,threshold,-0.01,0.6512628250604723,702,-0.014265742909477405,-0.014936354755649424,0.4886039886039886,10,4,6,1.0,0.03935005721009945,-0.07836986506848787,-0.02816825149099232
route_episode_context__all__knn21_uniform,route_episode_context,all,21,uniform,topfrac,0.2,0.6512818190637252,147,-0.01428473691273034,-0.0714236845636517,0.38095238095238093,10,3,7,1.0,0.02905461607259192,-0.09242890331485612,-0.02814292932361913
human_episode_context__target__knn35_uniform,human_episode_context,target,35,uniform,threshold,-0.02,0.6512956011678154,711,-0.014298519016820605,-0.01478116944776813,0.4866385372714487,10,4,6,1.0,0.03793683180652476,-0.06977794959615954,-0.027989043787799317
compact_episode_context__expert_family__knn7_distance,compact_episode_context,expert_family,7,distance,threshold,0.04,0.6512957805767572,387,-0.014298698425762353,-0.02715644274660292,0.4909560723514212,10,3,7,1.0,0.02733100818194907,-0.05726260165365987,-0.02789834965305471
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,-0.01,0.651343723483988,700,-0.01434664133299297,-0.015063973399642617,0.5028571428571429,10,4,6,1.0,0.03594369986333135,-0.06860137491819567,-0.027738196312492674
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,threshold,0.0,0.6513864065458562,557,-0.014389324394861321,-0.018987708133255062,0.48473967684021546,10,4,6,1.0,0.025560513634086908,-0.052068244560247785,-0.026223401439974356
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,-0.01,0.6513873304957949,675,-0.014390248344800068,-0.015669381531004518,0.4888888888888889,10,4,6,1.0,0.03098024576526835,-0.05998371841050813,-0.02703728520959032
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,-0.01,0.6514469880086083,681,-0.014449905857613474,-0.015595713370551986,0.49926578560939794,10,5,5,1.0,0.026735989811989835,-0.05458524311187818,-0.024960304329411948
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,0.01,0.6514694228634573,512,-0.014472340712462499,-0.02077572348371081,0.5,10,4,6,1.0,0.03624666384330377,-0.06076256305505331,-0.027909340288958064
human_episode_context__target_episode_family__knn35_distance,human_episode_context,target_episode_family,35,distance,threshold,-0.02,0.6514939020228886,708,-0.014496819871893671,-0.015049664697516734,0.4887005649717514,10,3,7,1.0,0.031052627979737932,-0.05997910547873769,-0.028654714068854364
route_episode_context__target_expert_family__knn7_uniform,route_episode_context,target_expert_family,7,uniform,threshold,0.02,0.6515084469209247,502,-0.014511364769929926,-0.021246719334459156,0.48406374501992033,10,3,7,1.0,0.03072331468408488,-0.059369895803823645,-0.02861986197254266
compact_episode_context__target__knn13_distance,compact_episode_context,target,13,distance,threshold,0.02,0.6515162590839193,476,-0.014519176932924554,-0.022419317322898206,0.49789915966386555,10,5,5,1.0,0.03473735167402266,-0.06364392457514235,-0.02622977968402795
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.005,0.6515310969718171,602,-0.014534014820822158,-0.017745018095189847,0.4983388704318937,10,4,6,1.0,0.03586155604600559,-0.06275723956532374,-0.027913248227722995
route_episode_context__target_expert_family__knn55_distance,route_episode_context,target_expert_family,55,distance,threshold,0.0,0.6515650429590982,582,-0.014567960808103393,-0.01839768246384191,0.5017182130584192,10,3,7,1.0,0.03503294680976304,-0.05529593854855557,-0.02932290282956785
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.01,0.6515946346242386,551,-0.014597552473243841,-0.019472234242893318,0.4791288566243194,10,5,5,1.0,0.0392619679528654,-0.08656586894453352,-0.02698684766617365
compact_episode_context__target__knn21_uniform,compact_episode_context,target,21,uniform,threshold,0.02,0.6516416151538161,440,-0.014644533002821269,-0.02446302672062189,0.509090909090909,10,4,6,1.0,0.034332931482862816,-0.05880527217882981,-0.02779447272525069
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.005,0.6516586663137144,616,-0.014661584162719564,-0.017493935648699478,0.48538961038961037,10,2,8,1.0,0.029763396378251282,-0.05982969579472264,-0.030126093619457256
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,-0.01,0.6517062805257945,672,-0.014709198374799686,-0.016088185722437157,0.48660714285714285,10,2,8,1.0,0.027071006800456127,-0.04591195271737496,-0.029769849394868104
human_episode_context__target_expert_family__knn21_uniform,human_episode_context,target_expert_family,21,uniform,threshold,0.04,0.6517219780849578,209,-0.014724895933963,-0.051783724935228724,0.41148325358851673,10,2,8,1.0,0.01608915690615414,-0.03805343439870187,-0.02813826946988612
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,-0.02,0.6517262482042329,720,-0.014729166053238053,-0.015036023679347177,0.5,10,4,6,1.0,0.03650049826404358,-0.07024880913255317,-0.02820424079284459
route_episode_context__expert_family__knn21_uniform,route_episode_context,expert_family,21,uniform,threshold,0.01,0.651729965434685,530,-0.014732883283690169,-0.020431451346249574,0.49245283018867925,10,4,6,1.0,0.037869680259358406,-0.10816012798648211,-0.02841333532259393
compact_episode_context__target_episode_family__knn55_distance,compact_episode_context,target_episode_family,55,distance,threshold,0.005,0.6517375325317117,503,-0.014740450380716908,-0.02153922669945711,0.5049701789264414,10,3,7,1.0,0.03366238799201773,-0.098646057270672,-0.029289808579519565
human_episode_context__target_episode_family__knn7_uniform,human_episode_context,target_episode_family,7,uniform,threshold,0.04,0.6517475454433556,386,-0.014750463292360698,-0.02808702207224123,0.4689119170984456,10,4,6,1.0,0.02665928359975961,-0.05258624214554934,-0.02674935583232464
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,threshold,0.01,0.6517639856359829,508,-0.014766903484988053,-0.021365500120996493,0.4645669291338583,10,4,6,1.0,0.03739676403076581,-0.10802784747992221,-0.028376418089602923
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,threshold,0.005,0.6517689711600212,588,-0.014771889009026377,-0.018464861261282967,0.46938775510204084,10,4,6,1.0,0.036173695441571535,-0.10325642936912077,-0.028197943325262105
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.02,0.6517948819712,504,-0.014797799820205045,-0.021580124737799026,0.49603174603174605,10,2,8,1.0,0.02548906622326778,-0.058064502403598714,-0.02962115975369521
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.01,0.6517974243194967,578,-0.014800342168501924,-0.0188205043146175,0.48788927335640137,10,4,6,1.0,0.022386419185766535,-0.051500637890813425,-0.026158305046366903
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,0.0,0.6518033090417608,667,-0.014806226890765918,-0.016315707293422715,0.4917541229385307,10,4,6,1.0,0.03488607979212034,-0.09122196397775316,-0.028039138859583968
human_episode_context__expert_family__knn21_distance,human_episode_context,expert_family,21,distance,threshold,0.02,0.6518472676533745,388,-0.014850185502379785,-0.028131150371776135,0.4896907216494845,10,4,6,1.0,0.025440823084583595,-0.0729799314600034,-0.026666308965067324
route_episode_context__all__knn21_uniform,route_episode_context,all,21,uniform,threshold,-0.02,0.6518745812068216,731,-0.014877499055826712,-0.01495890807938801,0.4692202462380301,10,4,6,1.0,0.03642608999841557,-0.10014711662225481,-0.028341412555589047
human_episode_context__expert_family__knn55_uniform,human_episode_context,expert_family,55,uniform,threshold,0.01,0.651894451162023,402,-0.01489736901102828,-0.027237726923148724,0.5,10,3,7,1.0,0.022942915965283493,-0.042495658007158245,-0.0278388064058208
compact_episode_context__expert_family__knn55_uniform,compact_episode_context,expert_family,55,uniform,threshold,0.01,0.6519050145910058,393,-0.01490793244001099,-0.02788124769315033,0.4961832061068702,10,4,6,1.0,0.0311312382258171,-0.07156218108269105,-0.027577618173883555
human_episode_context__target_expert_family__knn13_uniform,human_episode_context,target_expert_family,13,uniform,threshold,-0.01,0.6519081521786632,662,-0.014911070027668304,-0.016555342100205747,0.5015105740181269,10,3,7,1.0,0.0286288542865352,-0.05811130308577901,-0.028705398170648586
route_episode_context__target_episode_family__knn21_uniform,route_episode_context,target_episode_family,21,uniform,threshold,0.01,0.6519134395644118,567,-0.014916357413416986,-0.019336018869244243,0.48500881834215165,10,5,5,1.0,0.02714586210918365,-0.0503915737498953,-0.025488236729794535
human_episode_context__expert_family__knn7_distance,human_episode_context,expert_family,7,distance,threshold,0.04,0.6519151807725848,376,-0.014918098621589935,-0.029161708741671816,0.4946808510638298,10,5,5,1.0,0.032726710431297545,-0.08137274432380537,-0.026327105186284568
human_episode_context__target_expert_family__knn13_uniform,human_episode_context,target_expert_family,13,uniform,threshold,-0.02,0.6519177402767377,700,-0.01492065812574281,-0.015666691032029948,0.49714285714285716,10,4,6,1.0,0.029212662293659788,-0.05952031971393461,-0.02730255746979178
route_episode_context__expert_family__knn13_uniform,route_episode_context,expert_family,13,uniform,threshold,0.08,0.6519447551193827,153,-0.014947672968387806,-0.07180744857362771,0.40522875816993464,10,3,7,1.0,0.03504837430729368,-0.10814747819976583,-0.02970492911448186
compact_episode_context__target__knn35_distance,compact_episode_context,target,35,distance,threshold,-0.02,0.6519575580085121,726,-0.01496047585751727,-0.015145936302031943,0.512396694214876,10,4,6,1.0,0.036717676534625696,-0.06190836347036348,-0.028468127337711126
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,threshold,0.02,0.6519768241795812,453,-0.014979742028586441,-0.024304879450355487,0.5099337748344371,10,5,5,1.0,0.03779876201512501,-0.10401264563087072,-0.027149556330855192
human_episode_context__all__knn35_distance,human_episode_context,all,35,distance,threshold,0.02,0.6519855884581288,348,-0.014988506307133961,-0.031656759010757075,0.4885057471264368,10,3,7,1.0,0.025080301995897298,-0.06602973741742611,-0.028250551606518556
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,threshold,0.005,0.6519857244688022,618,-0.014988642317807442,-0.01782629790224671,0.5097087378640777,10,5,5,1.0,0.040543180452853995,-0.1079208176003599,-0.027570119385735538
human_episode_context__target_expert_family__knn55_uniform,human_episode_context,target_expert_family,55,uniform,threshold,0.0,0.6519962729768237,565,-0.014999190825828939,-0.01951222169377747,0.4902654867256637,10,3,7,1.0,0.019901056932797107,-0.040802792465644264,-0.027484349365748506
route_episode_context__all__knn35_distance,route_episode_context,all,35,distance,threshold,0.02,0.6519964885946987,349,-0.01499940644370375,-0.031589007839891846,0.46418338108882523,10,3,7,1.0,0.03488197793827014,-0.09644143120562002,-0.029731703134444273
compact_episode_context__target_episode_family__knn13_uniform,compact_episode_context,target_episode_family,13,uniform,threshold,0.01,0.6520006190405894,578,-0.015003536889594578,-0.019078892065487917,0.4982698961937716,10,2,8,1.0,0.026517702388589647,-0.0642215072240254,-0.029981192247883023
route_episode_context__expert_family__knn35_uniform,route_episode_context,expert_family,35,uniform,threshold,0.04,0.652003327856603,183,-0.015006245705608072,-0.060270986850393074,0.453551912568306,10,4,6,1.0,0.030906977005874685,-0.06934169731410533,-0.027642292256489273
route_episode_context__target__knn7_distance,route_episode_context,target,7,distance,threshold,0.0,0.6520428690309377,654,-0.015045786879942846,-0.01690925589718347,0.4892966360856269,10,3,7,1.0,0.04233551655087403,-0.08447564244996925,-0.030896114362573952
human_episode_context__target_expert_family__knn13_distance,human_episode_context,target_expert_family,13,distance,threshold,0.02,0.6520617285363108,455,-0.01506464638531604,-0.02433519800704899,0.4725274725274725,10,3,7,1.0,0.025778078961043303,-0.05066502989513167,-0.028431358229472535
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.0,0.6520944198797153,643,-0.015097337728720427,-0.017257454479952587,0.49300155520995337,10,5,5,1.0,0.02565049987397258,-0.048884362015311815,-0.025444912709816313
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,-0.02,0.65209495988225,705,-0.015097877731255118,-0.015740340613436182,0.48652482269503544,10,2,8,1.0,0.03212704970785516,-0.06446552506539095,-0.030916935187433395
compact_episode_context__target_expert_family__knn13_distance,compact_episode_context,target_expert_family,13,distance,threshold,0.0,0.6521152659360504,647,-0.015118183785055557,-0.017174443712543792,0.49613601236476046,10,4,6,1.0,0.03472850811311237,-0.06558802585699638,-0.028327460002022412
route_episode_context__all__knn13_distance,route_episode_context,all,13,distance,threshold,0.02,0.6521381783928949,451,-0.015141096241900033,-0.024675622478484534,0.4789356984478936,10,2,8,1.0,0.03484718760630124,-0.10808825664236256,-0.03136817438284521
human_episode_context__target__knn21_uniform,human_episode_context,target,21,uniform,threshold,-0.02,0.6521428609337048,717,-0.015145778782709918,-0.015526007538761212,0.4714086471408647,10,4,6,1.0,0.03380956007337972,-0.05730131706514619,-0.028217212793716875
compact_episode_context__all__knn21_distance,compact_episode_context,all,21,distance,threshold,0.02,0.6521436326703324,405,-0.015146550519337517,-0.02748818427583476,0.48148148148148145,10,4,6,1.0,0.03450839164981157,-0.10379477983203299,-0.028322809266809253
compact_episode_context__expert_family__knn7_distance,compact_episode_context,expert_family,7,distance,threshold,0.02,0.6521642940789931,531,-0.015167211927998305,-0.0209941634031615,0.5028248587570622,10,3,7,1.0,0.034694978677938214,-0.06099495414158315,-0.029871458729689035
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.0,0.652172987077549,648,-0.015175904926554117,-0.017213410680582214,0.4675925925925926,10,5,5,1.0,0.04016364144155969,-0.08685497374662665,-0.02770045114278807
human_episode_context__target_episode_family__knn7_distance,human_episode_context,target_episode_family,7,distance,threshold,0.02,0.6521779477883827,511,-0.015180865637387879,-0.02183549167021544,0.48140900195694714,10,4,6,1.0,0.025323359410557546,-0.051662309012860536,-0.02697936954897151
compact_episode_context__target_episode_family__knn21_uniform,compact_episode_context,target_episode_family,21,uniform,threshold,0.02,0.6521952729551791,448,-0.015198190804184235,-0.02493453178811476,0.5,10,4,6,1.0,0.0264079348372654,-0.045271557649586715,-0.027159381029774044
route_episode_context__expert_family__knn21_distance,route_episode_context,expert_family,21,distance,threshold,0.02,0.652231105804463,404,-0.015234023653468135,-0.027715364815096736,0.4876237623762376,10,4,6,1.0,0.038466225505695534,-0.11129468028140659,-0.029003957479322464
compact_episode_context__target_expert_family__knn21_uniform,compact_episode_context,target_expert_family,21,uniform,threshold,-0.02,0.6522348865186874,725,-0.01523780436769254,-0.01544798097966071,0.5020689655172413,10,4,6,1.0,0.03664520447286035,-0.06052541093694239,-0.028734585038621592
route_episode_context__target_episode_family__knn13_uniform,route_episode_context,target_episode_family,13,uniform,threshold,0.02,0.652251956653865,487,-0.01525487450287022,-0.023023270553613168,0.4948665297741273,10,4,6,1.0,0.030439057408015356,-0.07513545670440437,-0.027820733114072523
compact_episode_context__target_episode_family__knn21_distance,compact_episode_context,target_episode_family,21,distance,threshold,-0.01,0.6522652955246236,693,-0.015268213373628842,-0.016193559638697258,0.5064935064935064,10,4,6,1.0,0.03031547584812325,-0.06725414417308397,-0.02781553475084733
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,-0.01,0.6522756518360026,689,-0.015278569685007765,-0.016298619330160677,0.49637155297532654,10,3,7,1.0,0.03178744855047914,-0.06792538957229088,-0.029546686967579637
route_episode_context__target_episode_family__knn21_uniform,route_episode_context,target_episode_family,21,uniform,threshold,-0.02,0.6522779044695399,728,-0.015280822318545158,-0.015427753302377318,0.49313186813186816,10,4,6,1.0,0.036976805663341314,-0.0771861632912355,-0.028827343168046356
route_episode_context__target__knn21_distance,route_episode_context,target,21,distance,threshold,0.005,0.6522809971594359,594,-0.015283915008441111,-0.018911915035697332,0.5067340067340067,10,3,7,1.0,0.040050040078248916,-0.08300154445382944,-0.03079142102017845
human_episode_context__target_episode_family__knn13_distance,human_episode_context,target_episode_family,13,distance,threshold,0.005,0.6523024650854236,611,-0.015305382934428735,-0.018411549029140942,0.49427168576104746,10,5,5,1.0,0.02705708890275246,-0.05046954467064885,-0.025863946269841603
route_episode_context__target_episode_family__knn13_distance,route_episode_context,target_episode_family,13,distance,threshold,0.01,0.6523176728628862,562,-0.01532059071189134,-0.02003671561074757,0.48576512455516013,10,4,6,1.0,0.026693484521302602,-0.06064767151250013,-0.02732461339008673
human_episode_context__target_expert_family__knn13_distance,human_episode_context,target_expert_family,13,distance,threshold,0.04,0.6523221701478998,293,-0.015325087996905021,-0.03844348012875492,0.4539249146757679,10,2,8,1.0,0.016448691934151057,-0.04187148491396587,-0.02879239178702768
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,-0.01,0.6523427997502866,700,-0.015345717599291738,-0.016113003479256326,0.5057142857142857,10,4,6,1.0,0.03464640255721423,-0.061913060024713425,-0.02854267798287387
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,threshold,0.0,0.6523571563382028,644,-0.015360074187207915,-0.017530519452791646,0.4673913043478261,10,4,6,1.0,0.03606466065659445,-0.10325642936912077,-0.028769773285697083
human_episode_context__all__knn7_uniform,human_episode_context,all,7,uniform,threshold,0.04,0.6523665420743671,378,-0.015369459923372296,-0.029885060962112797,0.47883597883597884,10,4,6,1.0,0.03204635112362921,-0.08924227111709081,-0.028176412591916677
human_episode_context__all__knn55_uniform,human_episode_context,all,55,uniform,threshold,0.02,0.6523738209255948,246,-0.015376738774599965,-0.045942695119231595,0.45934959349593496,10,3,7,1.0,0.018069601369911256,-0.03705287978277824,-0.027587178980086655
route_episode_context__target_episode_family__knn7_uniform,route_episode_context,target_episode_family,7,uniform,threshold,0.0,0.6523793614353257,651,-0.01538227928433088,-0.01736708951456712,0.4823348694316436,10,2,8,1.0,0.030676593226152647,-0.059541809230572396,-0.030983768268253775
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.005,0.6523877174247635,616,-0.015390635273768766,-0.01836382617892864,0.49512987012987014,10,3,7,1.0,0.027593987442377864,-0.059541809230572396,-0.029029733390125448
human_episode_context__target_expert_family__knn13_distance,human_episode_context,target_expert_family,13,distance,threshold,0.005,0.6523913198777871,580,-0.015394237726792225,-0.019508215050331526,0.4879310344827586,10,3,7,1.0,0.0260917978559038,-0.046997677764830735,-0.028808007405177798
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,-0.02,0.6524022270667061,719,-0.015405144915711254,-0.015747957598119294,0.502086230876217,10,4,6,1.0,0.03500970404880044,-0.06356049423907092,-0.02865660052303132
human_episode_context__target__knn21_uniform,human_episode_context,target,21,uniform,threshold,0.005,0.6524106018213319,565,-0.015413519670337064,-0.020051215854332286,0.46194690265486726,10,4,6,1.0,0.03311131950147967,-0.05178347707228975,-0.028380217595559015
compact_episode_context__target_episode_family__knn7_uniform,compact_episode_context,target_episode_family,7,uniform,threshold,-0.01,0.6524143856466879,694,-0.015417303495693056,-0.01632812401921382,0.4899135446685879,10,4,6,1.0,0.03490613338637471,-0.0882446961536724,-0.028653223503649263
route_episode_context__target__knn13_distance,route_episode_context,target,13,distance,threshold,-0.01,0.6524145753799897,688,-0.015417493228994753,-0.016470723144347593,0.4811046511627907,10,4,6,1.0,0.040092332397640505,-0.08101619509889965,-0.02943134308864083
route_episode_context__all__knn21_uniform,route_episode_context,all,21,uniform,threshold,0.01,0.6524156022723587,514,-0.015418520121363877,-0.022047883831133173,0.4571984435797665,10,4,6,1.0,0.03657564592114039,-0.10538660341303618,-0.028904867009534936
compact_episode_context__expert_family__knn55_distance,compact_episode_context,expert_family,55,distance,threshold,0.02,0.6524192892614361,234,-0.015422207110441278,-0.04844154797510402,0.4700854700854701,10,4,6,1.0,0.027546577994060385,-0.062342118589723675,-0.027554193809550334
compact_episode_context__target_expert_family__knn7_uniform,compact_episode_context,target_expert_family,7,uniform,threshold,0.04,0.6524250483146731,403,-0.01542796616367827,-0.028137853921348703,0.4813895781637717,10,4,6,1.0,0.033559571400325325,-0.06689794130155291,-0.028461901873727068
