variant,family,file,basename,source_id,source_family,gate,q2_scale,s1_scale,q2_weight_nonzero,s1_weight_nonzero,q2_weight_mean,s1_weight_mean
h002_e368_minus_e365_validity_lowbad_q21p08_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p08_s10p5_de7e1bbf.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p08_s10p5_de7e1bbf.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.08,0.5,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p08_s10p75_cadc03f6.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p08_s10p75_cadc03f6.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.08,0.75,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p08_s11p0_1047fbb1.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p08_s11p0_1047fbb1.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.08,1.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p08_s11p15_69019efd.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p08_s11p15_69019efd.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.08,1.15,57.0,54.0,0.228,0.216
h002_e368_minus_e365_danger_veto25_q20p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p0_s10p5_b0350b5c.csv,submission_h002_e368_minus_e365_danger_veto25_q20p0_s10p5_b0350b5c.csv,e368_minus_e365,e368_base_action,danger_veto25,0.0,0.5,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p0_s10p75_3cfaa88e.csv,submission_h002_e368_minus_e365_danger_veto25_q20p0_s10p75_3cfaa88e.csv,e368_minus_e365,e368_base_action,danger_veto25,0.0,0.75,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p0_s11p0_a2f55b51.csv,submission_h002_e368_minus_e365_danger_veto25_q20p0_s11p0_a2f55b51.csv,e368_minus_e365,e368_base_action,danger_veto25,0.0,1.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p0_s11p15_f3066b5c.csv,submission_h002_e368_minus_e365_danger_veto25_q20p0_s11p15_f3066b5c.csv,e368_minus_e365,e368_base_action,danger_veto25,0.0,1.15,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p25_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p25_s10p0_a8795e66.csv,submission_h002_e368_minus_e365_danger_veto25_q20p25_s10p0_a8795e66.csv,e368_minus_e365,e368_base_action,danger_veto25,0.25,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p25_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p25_s10p5_32245070.csv,submission_h002_e368_minus_e365_danger_veto25_q20p25_s10p5_32245070.csv,e368_minus_e365,e368_base_action,danger_veto25,0.25,0.5,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p25_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p25_s10p75_99b444c9.csv,submission_h002_e368_minus_e365_danger_veto25_q20p25_s10p75_99b444c9.csv,e368_minus_e365,e368_base_action,danger_veto25,0.25,0.75,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p25_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p25_s11p0_5cdce661.csv,submission_h002_e368_minus_e365_danger_veto25_q20p25_s11p0_5cdce661.csv,e368_minus_e365,e368_base_action,danger_veto25,0.25,1.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p25_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p25_s11p15_3b876b4c.csv,submission_h002_e368_minus_e365_danger_veto25_q20p25_s11p15_3b876b4c.csv,e368_minus_e365,e368_base_action,danger_veto25,0.25,1.15,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p5_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p5_s10p0_b916f66d.csv,submission_h002_e368_minus_e365_danger_veto25_q20p5_s10p0_b916f66d.csv,e368_minus_e365,e368_base_action,danger_veto25,0.5,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p5_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p5_s10p5_1ca4fb46.csv,submission_h002_e368_minus_e365_danger_veto25_q20p5_s10p5_1ca4fb46.csv,e368_minus_e365,e368_base_action,danger_veto25,0.5,0.5,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p5_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p5_s10p75_fc5fa24b.csv,submission_h002_e368_minus_e365_danger_veto25_q20p5_s10p75_fc5fa24b.csv,e368_minus_e365,e368_base_action,danger_veto25,0.5,0.75,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p5_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p5_s11p0_df88fee7.csv,submission_h002_e368_minus_e365_danger_veto25_q20p5_s11p0_df88fee7.csv,e368_minus_e365,e368_base_action,danger_veto25,0.5,1.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p5_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p5_s11p15_00f6b8d8.csv,submission_h002_e368_minus_e365_danger_veto25_q20p5_s11p15_00f6b8d8.csv,e368_minus_e365,e368_base_action,danger_veto25,0.5,1.15,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p75_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p75_s10p0_09f9cc5c.csv,submission_h002_e368_minus_e365_danger_veto25_q20p75_s10p0_09f9cc5c.csv,e368_minus_e365,e368_base_action,danger_veto25,0.75,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p75_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p75_s10p5_84607e5d.csv,submission_h002_e368_minus_e365_danger_veto25_q20p75_s10p5_84607e5d.csv,e368_minus_e365,e368_base_action,danger_veto25,0.75,0.5,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p75_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p75_s10p75_9295cdec.csv,submission_h002_e368_minus_e365_danger_veto25_q20p75_s10p75_9295cdec.csv,e368_minus_e365,e368_base_action,danger_veto25,0.75,0.75,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p75_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p75_s11p0_38a2a070.csv,submission_h002_e368_minus_e365_danger_veto25_q20p75_s11p0_38a2a070.csv,e368_minus_e365,e368_base_action,danger_veto25,0.75,1.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q20p75_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q20p75_s11p15_934b0249.csv,submission_h002_e368_minus_e365_danger_veto25_q20p75_s11p15_934b0249.csv,e368_minus_e365,e368_base_action,danger_veto25,0.75,1.15,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p0_dfa7b63e.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p0_dfa7b63e.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p5_333db547.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p5_333db547.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,0.5,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p75_8a2792af.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p75_8a2792af.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,0.75,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p0_e74c03e9.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p0_e74c03e9.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p15_366fb106.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p15_366fb106.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,1.15,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p0_8b5ac7c2.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p0_8b5ac7c2.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p5_0ed0f5b7.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p5_0ed0f5b7.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,0.5,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p75_7558e5b4.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p75_7558e5b4.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,0.75,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p0_5757f7cd.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p0_5757f7cd.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,1.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p15_033a059f.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p15_033a059f.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,1.15,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_all_q21p0_s11p0_19218987.csv,submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_all_q21p0_s11p0_19218987.csv,e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_benefit_floor050_q21p0_s11p0_ed61880b.csv,submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_benefit_floor050_q21p0_s11p0_ed61880b.csv,e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_danger_veto25_q21p0_s11p0_393fec03.csv,submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_danger_veto25_q21p0_s11p0_393fec03.csv,e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_all_q21p0_s11p0_4413672d.csv,submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_all_q21p0_s11p0_4413672d.csv,e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_benefit_floor050_q21p0_s11p0_9b49180b.csv,submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_benefit_floor050_q21p0_s11p0_9b49180b.csv,e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_danger_veto25_q21p0_s11p0_7f403995.csv,submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_danger_veto25_q21p0_s11p0_7f403995.csv,e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_all_q21p0_s11p0_89e453fb.csv,submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_all_q21p0_s11p0_89e453fb.csv,e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_benefit_floor050_q21p0_s11p0_1fe83883.csv,submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_benefit_floor050_q21p0_s11p0_1fe83883.csv,e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_danger_veto25_q21p0_s11p0_1356ca2a.csv,submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_danger_veto25_q21p0_s11p0_1356ca2a.csv,e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_all_q21p0_s11p0_78a95045.csv,submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_all_q21p0_s11p0_78a95045.csv,e371_riskdamp0_25_q21p08_s11p15_0e933b,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_benefit_floor050_q21p0_s11p0_17cfa551.csv,submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_benefit_floor050_q21p0_s11p0_17cfa551.csv,e371_riskdamp0_25_q21p08_s11p15_0e933b,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_danger_veto25_q21p0_s11p0_60ce3635.csv,submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_danger_veto25_q21p0_s11p0_60ce3635.csv,e371_riskdamp0_25_q21p08_s11p15_0e933b,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_all_q21p0_s11p0_297d46f4.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_all_q21p0_s11p0_297d46f4.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_benefit_floor050_q21p0_s11p0_db150b29.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_benefit_floor050_q21p0_s11p0_db150b29.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_danger_veto25_q21p0_s11p0_6f6a8b0d.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_danger_veto25_q21p0_s11p0_6f6a8b0d.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_identity_q21p08_s11p15_fc4bf0_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_identity_q21p08_s11p15_fc4bf0_all_q21p0_s11p0_682c154a.csv,submission_h002_e371_identity_q21p08_s11p15_fc4bf0_all_q21p0_s11p0_682c154a.csv,e371_identity_q21p08_s11p15_fc4bf0,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_identity_q21p08_s11p15_fc4bf0_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_identity_q21p08_s11p15_fc4bf0_benefit_floor050_q21p0_s11p0_2544f7e2.csv,submission_h002_e371_identity_q21p08_s11p15_fc4bf0_benefit_floor050_q21p0_s11p0_2544f7e2.csv,e371_identity_q21p08_s11p15_fc4bf0,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_identity_q21p08_s11p15_fc4bf0_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_identity_q21p08_s11p15_fc4bf0_danger_veto25_q21p0_s11p0_11677187.csv,submission_h002_e371_identity_q21p08_s11p15_fc4bf0_danger_veto25_q21p0_s11p0_11677187.csv,e371_identity_q21p08_s11p15_fc4bf0,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_all_q21p0_s11p0_18447fc9.csv,submission_h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_all_q21p0_s11p0_18447fc9.csv,e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_benefit_floor050_q21p0_s11p0_5067d2b0.csv,submission_h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_benefit_floor050_q21p0_s11p0_5067d2b0.csv,e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_danger_veto25_q21p0_s11p0_18e0abb2.csv,submission_h002_e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6_danger_veto25_q21p0_s11p0_18e0abb2.csv,e371_transfer_floor0_35_g0_7_q21p08_s11p15_2116c6,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,250.0,250.0,0.835,0.856
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_all_q21p0_s11p0_95c5b77a.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_all_q21p0_s11p0_95c5b77a.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,250.0,250.0,1.0,1.0
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_benefit_floor050_q21p0_s11p0_69cd1a25.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d_benefit_floor050_q21p0_s11p0_69cd1a25.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p06_4e445d,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,250.0,250.0,0.751,0.751
